#,Number,CraftType,RecipeLevelTable,Item{Result},Amount{Result},Item{Ingredient}[0],Amount{Ingredient}[0],Item{Ingredient}[1],Amount{Ingredient}[1],Item{Ingredient}[2],Amount{Ingredient}[2],Item{Ingredient}[3],Amount{Ingredient}[3],Item{Ingredient}[4],Amount{Ingredient}[4],Item{Ingredient}[5],Amount{Ingredient}[5],Item{Ingredient}[6],Amount{Ingredient}[6],Item{Ingredient}[7],Amount{Ingredient}[7],Item{Ingredient}[8],Amount{Ingredient}[8],Item{Ingredient}[9],Amount{Ingredient}[9],CanQuickSynth,CanHq
4606,15372,5,430,28983,1,5365,2,27757,1,27275,1,27866,1,27831,1,0,0,0,0,0,0,12,7,10,7,False,False
4607,20037,6,430,28137,1,4862,1,5523,2,5513,2,27777,1,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4608,12284,2,430,28984,1,27714,2,27708,3,27693,1,0,0,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4609,18911,0,430,28991,1,27693,4,27689,4,27832,2,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4610,13839,4,430,28992,1,27693,6,19996,4,19983,2,19985,3,0,0,0,0,0,0,0,0,11,7,10,7,False,False
4611,11135,1,430,29683,1,27714,3,27711,1,5152,2,0,0,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4612,18922,0,430,29684,1,27693,4,27709,2,27754,2,27755,2,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4613,12288,2,430,29685,1,27714,7,27778,4,7008,3,5528,2,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4614,20040,6,430,29687,1,7013,10,27778,4,14007,2,16016,2,5514,2,0,0,0,0,0,0,13,7,12,7,False,False
4615,17809,7,430,28978,1,27851,1,4898,1,27823,1,4785,1,4835,1,27835,1,0,0,0,0,8,7,13,7,False,False
4616,11140,1,430,28973,1,27714,6,5512,3,27710,3,27751,4,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4617,18903,0,430,29686,1,30246,1,27689,1,27757,3,27797,3,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4618,18909,0,430,29680,1,5374,6,27693,4,27782,5,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4619,12285,2,430,30378,1,31090,2,27714,12,5074,4,0,0,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4620,12286,2,430,30379,1,31090,2,27714,12,5074,4,0,0,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4621,11136,1,430,30380,1,31090,2,27714,9,12610,3,0,0,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4622,18912,0,430,30385,1,27693,7,27709,5,13073,1,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4623,18923,0,430,30387,1,27693,4,27692,2,27712,2,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4624,15373,5,430,30388,1,27757,8,27758,3,27693,2,7008,1,6464,1,0,0,0,0,0,0,12,7,10,7,False,False
4625,15377,5,430,30389,1,27757,6,27693,4,27712,2,0,0,0,0,0,0,0,0,0,0,12,7,10,7,False,False
4626,15374,5,430,30390,1,27757,6,27758,3,27797,6,0,0,0,0,0,0,0,0,0,0,12,7,10,7,False,False
4627,17814,7,430,30391,1,27841,1,27509,1,21089,1,19859,1,27851,2,27838,1,0,0,0,0,8,7,13,7,False,False
4628,18920,0,430,30393,1,27693,6,27692,6,27713,2,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4629,20047,6,430,30394,1,7013,10,27778,4,27782,4,7029,2,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4630,17815,7,430,30395,1,27841,2,27852,2,27822,1,4782,1,12888,1,0,0,0,0,0,0,8,7,13,7,False,False
4631,20041,6,430,30396,1,7013,12,27713,5,27693,3,6494,1,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4632,11144,1,430,30400,1,31090,1,27714,6,27713,4,0,0,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4633,12292,2,430,30401,1,31090,1,27714,7,27713,4,0,0,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4634,11141,1,430,30402,1,31090,1,27714,4,27713,2,0,0,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4635,12293,2,430,30403,1,31090,1,27714,6,27713,4,0,0,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4636,12287,2,430,30404,1,31090,1,27714,8,27713,6,0,0,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4637,11139,1,430,30405,1,31090,1,27714,7,27713,5,0,0,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4638,11143,1,430,30406,1,31090,1,27714,6,12610,2,0,0,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4639,12289,2,430,30407,1,31090,1,27714,6,27713,6,0,0,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4640,18905,0,430,30421,1,27693,10,7008,4,19943,4,7017,4,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4641,19533,6,400,31092,1,30366,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4642,19534,6,400,31093,1,30367,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4643,19535,6,400,31094,1,30368,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4644,19536,6,400,31095,1,30369,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4645,19537,6,400,31096,1,30370,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4646,19538,6,400,31097,1,30371,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4647,19539,6,400,31098,1,30372,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4648,19540,6,400,31099,1,30373,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4649,19541,6,400,31100,1,30374,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4650,17076,3,430,30410,1,7010,9,27757,3,27693,3,27797,2,0,0,0,0,0,0,0,0,10,7,8,7,False,False
4651,17816,7,430,30427,1,30873,1,19907,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,7,False,False
4652,18906,0,430,32226,1,27693,8,27692,5,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4653,17807,7,430,32227,1,27841,2,27839,2,27851,1,12888,1,0,0,0,0,0,0,0,0,8,7,13,7,False,False
4654,20048,6,430,32228,1,6618,1,16016,1,21875,1,27320,1,27778,2,0,0,0,0,0,0,13,7,12,7,False,False
4655,18910,0,430,32229,1,27693,4,27757,2,27797,2,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4656,20049,6,430,32221,1,27693,3,14007,2,27778,2,0,0,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4657,15380,5,430,32233,1,32230,1,27757,6,27758,3,27797,5,0,0,0,0,0,0,0,0,12,28,10,28,False,False
4658,15381,5,430,32234,1,32230,1,27757,7,27754,4,27742,3,0,0,0,0,0,0,0,0,12,28,10,28,False,False
4659,11147,1,430,32235,1,32230,1,27714,7,27713,5,27742,2,0,0,0,0,0,0,0,0,8,28,11,28,False,False
4660,20054,6,430,32236,1,32230,1,16935,3,27781,3,0,0,0,0,0,0,0,0,0,0,13,28,12,28,False,False
4661,17820,7,430,32237,1,32230,1,27841,7,27782,4,19907,3,0,0,0,0,0,0,0,0,8,28,13,28,False,False
4662,17817,7,430,32202,1,4958,1,19849,2,12906,2,27839,1,0,0,0,0,0,0,0,0,8,7,13,7,False,False
4663,17818,7,430,32212,1,27852,1,12903,1,27825,1,27851,1,4838,1,4841,1,0,0,0,0,8,7,13,7,False,False
4664,20042,6,430,32251,1,7014,5,7013,4,7030,4,5514,4,27778,4,0,0,0,0,0,0,13,7,12,7,False,False
4665,15376,5,430,32224,1,27757,4,27754,3,27710,2,0,0,0,0,0,0,0,0,0,0,12,7,10,7,False,False
4666,18918,0,430,32225,1,27693,6,27692,4,27710,4,5764,3,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4667,18902,0,430,32252,1,27693,7,27691,7,7009,4,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4668,11137,1,430,32253,1,27715,5,27710,4,12610,2,27724,2,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4669,18901,0,430,32254,1,27693,7,27691,7,7009,4,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4670,15378,5,430,32242,1,32230,1,27757,6,27758,3,27797,5,0,0,0,0,0,0,0,0,12,28,10,28,False,False
4671,15379,5,430,32243,1,32230,1,27757,7,27754,4,27742,3,0,0,0,0,0,0,0,0,12,28,10,28,False,False
4672,11145,1,430,32244,1,32230,1,27714,7,27713,5,27742,2,0,0,0,0,0,0,0,0,8,28,11,28,False,False
4673,20052,6,430,32245,1,32230,1,16935,3,27781,3,0,0,0,0,0,0,0,0,0,0,13,28,12,28,False,False
4674,17819,7,430,32246,1,32230,1,27841,7,27782,4,19907,3,0,0,0,0,0,0,0,0,8,28,13,28,False,False
4675,20043,6,430,32249,1,7014,5,7013,5,7016,3,27803,3,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4676,18925,0,430,32250,1,7726,3,27693,5,27775,5,27778,3,0,0,0,0,0,0,0,0,10,28,9,28,False,False
4677,19542,6,400,33028,1,32813,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4678,19543,6,400,33029,1,32814,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4679,19544,6,400,33030,1,32815,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4680,19545,6,400,33031,1,32816,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4681,19546,6,400,33032,1,32817,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4682,19547,6,400,33033,1,32818,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4683,19548,6,400,33034,1,32819,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4684,19549,6,400,33035,1,32820,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4685,19550,6,400,33036,1,32821,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4686,19551,6,400,33874,1,33307,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4687,19552,6,400,33875,1,33308,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4688,19553,6,400,33876,1,33309,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4689,19554,6,400,33877,1,33310,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4690,19555,6,400,33878,1,33311,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4691,19556,6,400,33879,1,33312,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4692,19557,6,400,33880,1,33313,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4693,19558,6,400,33881,1,33314,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4694,19559,6,400,33882,1,33315,1,12609,1,27968,1,0,0,0,0,0,0,0,0,0,0,13,6,12,6,True,True
4695,20035,6,430,33248,1,27715,6,7009,6,7008,4,7016,4,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4696,15371,5,430,33249,1,27754,8,27757,4,27693,4,7016,4,0,0,0,0,0,0,0,0,12,7,10,7,False,False
4697,20039,6,430,33250,1,17548,6,12610,4,27775,3,0,0,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4698,17080,3,430,33258,1,7008,7,27782,6,4951,3,7032,1,0,0,0,0,0,0,0,0,10,28,8,28,False,False
4699,17813,7,430,33259,1,21830,1,27860,4,12888,3,27831,3,4785,3,0,0,0,0,0,0,8,7,13,7,False,False
4700,18919,0,430,33263,1,27693,8,27692,6,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4701,18928,0,430,33264,1,32230,1,5378,7,5361,4,27849,3,0,0,0,0,0,0,0,0,10,28,9,28,False,False
4702,11142,1,430,33266,1,27714,4,27693,2,5745,1,5764,1,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4703,18907,0,430,33267,1,27693,6,27757,4,12610,3,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4704,18908,0,430,33268,1,27693,6,19930,6,7016,3,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4705,18926,0,430,33271,1,27693,8,27692,7,27775,3,0,0,0,0,0,0,0,0,0,0,10,28,9,28,False,False
4706,17810,7,430,33272,1,27830,2,27828,1,27851,2,27825,1,0,0,0,0,0,0,0,0,8,7,13,7,False,False
4707,18913,0,430,33273,1,27693,8,27692,4,27757,4,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4708,20050,6,430,33276,1,7014,5,7013,4,27693,3,7016,2,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4709,17811,7,430,33278,1,27837,4,27782,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,7,False,False
4710,18927,0,430,33279,1,27693,10,28151,6,0,0,0,0,0,0,0,0,0,0,0,0,10,28,9,28,False,False
4711,17812,7,430,33280,1,27831,5,4746,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,7,False,False
4712,17077,3,430,33281,1,7030,4,27778,5,7010,6,0,0,0,0,0,0,0,0,0,0,10,7,8,7,False,False
4713,20045,6,430,33282,1,27693,4,27757,3,27751,3,12610,6,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4714,18916,0,430,33283,1,27693,8,13073,2,7017,4,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4715,18917,0,430,33284,1,27693,8,27758,2,7044,1,7017,3,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4716,18914,0,430,33285,1,27693,6,6649,1,5510,3,5729,3,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4717,18924,0,430,33286,1,27693,4,22557,3,28151,1,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4718,17078,3,430,33291,1,27693,2,27725,2,27714,2,27715,2,0,0,0,0,0,0,0,0,10,7,8,7,False,False
4719,20053,6,430,33295,1,7014,6,7013,5,27693,6,6636,1,0,0,0,0,0,0,0,0,13,28,12,28,False,False
4720,20044,6,430,33296,1,8793,1,7030,6,5514,8,12888,4,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4721,12294,2,430,33299,1,7014,8,27714,4,5530,4,0,0,0,0,0,0,0,0,0,0,9,28,11,28,False,False
4722,11138,1,430,33300,1,27714,8,19941,8,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,7,False,False
4723,11146,1,430,33301,1,27714,7,27693,3,27713,3,27710,3,0,0,0,0,0,0,0,0,8,28,11,28,False,False
4724,17079,3,430,33293,1,33871,1,27693,2,7016,2,0,0,0,0,0,0,0,0,0,0,10,7,8,7,False,False
4725,12290,2,430,33292,1,33872,1,27714,2,7009,2,0,0,0,0,0,0,0,0,0,0,9,7,11,7,False,False
4726,18921,0,430,33275,1,33873,1,27693,2,5153,2,0,0,0,0,0,0,0,0,0,0,10,7,9,7,False,False
4727,19593,6,430,33696,1,5526,4,27686,6,27803,4,0,0,0,0,0,0,0,0,0,0,13,7,12,7,False,False
4728,10575,1,517,34080,1,36168,1,36182,1,27693,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4729,11829,2,517,34081,1,36168,3,36196,1,27742,1,27775,1,0,0,0,0,0,0,0,0,9,8,11,7,True,True
4730,10576,1,517,34082,1,36168,3,36182,1,27693,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4731,18332,0,517,34083,1,36196,2,36168,2,27742,1,27775,1,0,0,0,0,0,0,0,0,10,8,9,7,True,True
4732,18333,0,517,34084,1,36196,3,36168,1,27758,1,27775,1,0,0,0,0,0,0,0,0,10,8,9,7,True,True
4733,10581,1,517,34085,1,36168,3,36247,1,27693,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4734,10577,1,517,34086,1,36168,3,36182,1,27742,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4735,10582,1,517,34087,1,36168,2,36182,2,27693,1,27955,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4736,18335,0,517,34088,1,36196,2,36182,2,27757,1,27804,1,0,0,0,0,0,0,0,0,10,8,9,7,True,True
4737,18334,0,517,34089,1,36196,2,36182,2,27742,1,27775,1,0,0,0,0,0,0,0,0,10,8,9,7,True,True
4738,19595,6,517,34090,1,36247,2,36237,2,36182,1,27693,1,0,0,0,0,0,0,0,0,13,8,12,7,True,True
4739,19596,6,517,34091,1,36247,2,36237,2,36182,1,27757,1,0,0,0,0,0,0,0,0,13,8,12,7,True,True
4740,16395,3,517,34092,1,36182,2,36168,2,27725,1,27781,1,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4741,10580,1,517,34093,1,36168,3,36208,1,27715,1,27804,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4742,16394,3,517,34094,1,36182,2,36168,2,27742,1,27804,1,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4743,10578,1,517,34095,1,36168,2,36182,2,27693,1,27804,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4744,10583,1,517,34096,1,36168,3,36182,1,27742,1,20008,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4745,16396,3,517,34097,1,36182,2,36168,2,27715,1,27804,1,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4746,10579,1,517,34098,1,36168,2,36182,2,27742,1,27804,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4747,11832,2,517,34099,1,36168,1,36247,1,27693,1,0,0,0,0,0,0,0,0,0,0,9,8,11,7,True,True
4748,11833,2,517,34100,1,36168,2,36182,1,27715,1,0,0,0,0,0,0,0,0,0,0,9,8,11,7,True,True
4749,13218,4,517,34101,1,36247,3,36168,1,27757,1,27714,1,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4750,11835,2,517,34102,1,36168,2,36247,1,27757,1,0,0,0,0,0,0,0,0,0,0,9,8,11,7,True,True
4751,14755,5,517,34103,1,36208,3,36247,1,27714,1,27757,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4752,13227,4,517,34104,1,36247,2,36168,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4753,16398,3,517,34105,1,36182,2,36168,1,27715,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4754,13219,4,517,34106,1,36247,3,36208,1,27714,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4755,11836,2,517,34107,1,36168,2,36247,1,27757,1,0,0,0,0,0,0,0,0,0,0,9,8,11,7,True,True
4756,14756,5,517,34108,1,36208,3,36247,1,27757,1,27742,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4757,13228,4,517,34109,1,36247,2,36168,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4758,16399,3,517,34110,1,36182,2,36168,1,27715,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4759,13220,4,517,34111,1,36247,3,36168,1,27742,1,27714,1,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4760,13223,4,517,34112,1,36247,2,36168,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4761,14757,5,517,34113,1,36208,3,36247,1,27757,1,27742,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4762,13229,4,517,34114,1,36247,2,36168,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4763,16400,3,517,34115,1,36182,2,36168,1,27715,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4764,13222,4,517,34116,1,36247,3,36208,1,27714,1,27742,1,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4765,11837,2,517,34117,1,36168,2,36247,1,27714,1,0,0,0,0,0,0,0,0,0,0,9,8,11,7,True,True
4766,14759,5,517,34118,1,36208,3,36247,1,27757,1,27742,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4767,13231,4,517,34119,1,36247,2,36168,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4768,11834,2,517,34120,1,36168,2,36182,1,27715,1,0,0,0,0,0,0,0,0,0,0,9,8,11,7,True,True
4769,13221,4,517,34121,1,36247,3,36168,1,27742,1,27714,1,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4770,13224,4,517,34122,1,36247,2,36168,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4771,14758,5,517,34123,1,36208,3,36247,1,27757,1,27742,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4772,13230,4,517,34124,1,36247,2,36168,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4773,13217,4,517,34125,1,36247,2,36208,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4774,14750,5,517,34126,1,36208,3,36247,1,27757,1,27742,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4775,14754,5,517,34127,1,36208,2,36182,1,27757,1,0,0,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4776,14761,5,517,34128,1,36208,3,36247,1,27757,1,27742,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4777,13233,4,517,34129,1,36247,2,36196,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4778,13216,4,517,34130,1,36247,2,36208,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4779,14749,5,517,34131,1,36208,3,36247,1,27757,1,27742,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4780,14753,5,517,34132,1,36208,2,36182,1,27757,1,0,0,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4781,14760,5,517,34133,1,36208,3,36247,1,27757,1,27742,1,0,0,0,0,0,0,0,0,12,8,10,7,True,True
4782,13232,4,517,34134,1,36247,2,36196,1,27742,1,0,0,0,0,0,0,0,0,0,0,11,8,10,7,True,True
4783,16401,3,517,34135,1,36182,2,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4784,16402,3,517,34136,1,36182,2,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4785,16403,3,517,34137,1,36182,2,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4786,16405,3,517,34138,1,36182,2,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4787,16404,3,517,34139,1,36182,2,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4788,16407,3,517,34140,1,36182,1,36168,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4789,16408,3,517,34141,1,36182,1,36168,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4790,16409,3,517,34142,1,36182,1,36168,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4791,16411,3,517,34143,1,36182,1,36168,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4792,16410,3,517,34144,1,36182,1,36168,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4793,16413,3,517,34145,1,36182,1,36168,1,36188,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4794,16414,3,517,34146,1,36182,1,36168,1,36188,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4795,16415,3,517,34147,1,36182,1,36168,1,36188,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4796,16417,3,517,34148,1,36182,1,36168,1,36188,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4797,16416,3,517,34149,1,36182,1,36168,1,36188,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4798,16419,3,517,34150,1,36182,1,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4799,16420,3,517,34151,1,36182,1,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4800,16421,3,517,34152,1,36182,1,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4801,16423,3,517,34153,1,36182,1,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4802,16422,3,517,34154,1,36182,1,36168,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4803,10601,1,520,34230,1,36169,1,36183,1,36197,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4804,10608,1,525,34231,1,36169,3,36197,1,36247,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4805,10602,1,520,34232,1,36169,3,36183,1,36196,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4806,18346,0,520,34233,1,36197,2,36169,2,36247,1,27775,1,0,0,0,0,0,0,0,0,10,8,9,7,True,True
4807,18347,0,520,34234,1,36197,3,36169,1,36247,1,27775,1,0,0,0,0,0,0,0,0,10,8,9,7,True,True
4808,10609,1,525,34235,1,36169,3,36248,1,36196,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4809,10603,1,520,34236,1,36169,3,36183,1,36247,1,27775,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4810,10610,1,525,34237,1,36169,2,36183,2,36196,1,27955,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4811,18348,0,520,34238,1,36197,2,36183,2,36209,1,36188,1,0,0,0,0,0,0,0,0,10,8,9,7,True,True
4812,16427,3,520,34239,1,36183,2,36197,2,36247,1,27775,1,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4813,19598,6,520,34240,1,36248,2,36237,2,36182,1,36196,1,0,0,0,0,0,0,0,0,13,8,12,7,True,True
4814,19599,6,520,34241,1,36248,2,36237,2,36182,1,36208,1,0,0,0,0,0,0,0,0,13,8,12,7,True,True
4815,16429,3,520,34242,1,36183,2,36169,2,36182,1,36237,1,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4816,10605,1,520,34243,1,36169,3,36209,1,36183,1,36188,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4817,16428,3,520,34244,1,36183,2,36169,2,36182,1,36188,1,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4818,10604,1,520,34245,1,36169,2,36183,2,36196,1,36188,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4819,10606,1,520,34246,1,36169,3,36183,1,36247,1,36188,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4820,16430,3,520,34247,1,36183,2,36169,2,36182,1,36188,1,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4821,10607,1,525,34248,1,36169,2,36183,2,36247,1,36188,1,0,0,0,0,0,0,0,0,8,8,11,7,True,True
4822,11844,2,525,34249,1,36169,1,36248,1,36197,1,0,0,0,0,0,0,0,0,0,0,9,8,11,7,True,True
4823,16431,3,520,34250,1,36183,2,36169,1,36182,1,0,0,0,0,0,0,0,0,0,0,10,8,8,7,True,True
4824,11845,2,525,34251,1,36169,3,36183,1,36209,1,36247,1,0,0,0,0,0,0,0,0,9,8,11,7,True,True
